userName,content,score,at
Pengguna Google,"Mau aktivasi aja ga bisa,niat ga sih bikin aplikasi,bukannya mempermudah malah emosi yang ada",1,2025-01-20 11:05:02
Pengguna Google,"Jelek, error terus",1,2025-01-20 11:01:11
Pengguna Google,Gak bisa transfer alasan ada perbaikan,1,2025-01-20 10:50:08
Pengguna Google,sering error..hari inj aja aku mau bayar pdam air ngak bisa sangat kecewa,1,2025-01-20 09:37:34
Pengguna Google,Mantap,5,2025-01-20 09:05:47
Pengguna Google,"Jringan bagus kok slalu kendala, aneh cook",1,2025-01-20 08:56:39
Pengguna Google,Baik,5,2025-01-20 08:24:51
Pengguna Google,"kenapa saya tidak menemukan halaman login? malah ke halaman kayak mau daftar pengguna baru, itu itu terus tiap hari.. tolong diperbaiki, masak harus kekantor cabang terus",1,2025-01-20 08:09:01
Pengguna Google,Aplikasi ini sangat membantu,5,2025-01-20 08:02:48
Pengguna Google,"Mohon pas waktu verivikasi wajah ada toleransi sedikit Karena gk semua orang normal pas ngedip susah sekali masuk Tolong dikoreksi, Verivikasi ngikuti instruksi sedang bagi orang yg bekacamata mbaca kurang jelas waktu kita ngikuti perintah.. Waktu jg terlalu cepat . Terlalu bertele tele ini aplikasi",1,2025-01-20 07:37:06
Pengguna Google,Mantap,5,2025-01-20 07:31:02
Pengguna Google,lebih bagus dari bni mobile soalnya bisa ubah pin atm tanpa harus ke atm. selain itu fiturnya lebih lengkap dan ada manajemen keuangannya yang mana jadi lebih paham pengeluaran dan pemasukan saldo,5,2025-01-20 07:14:43
Pengguna Google,Kenapa di Wondr ga bs save nomer2 penting kaya nomer indihome ato listrik? Sungguh merepotkan. Pdhl di mobile BNI sebelumnya bisa loh..,2,2025-01-20 01:44:57
Pengguna Google,Sangan bagus,5,2025-01-20 01:40:54
Pengguna Google,"Aplikasi Taii anjiing,sering bgt eror/gangguan..bukannya mempermudah,malah menyusahkan...!!!",1,2025-01-20 01:39:54
Pengguna Google,SEMENJAK DI GANTI WONDER. MALAH SERING EROR GANGGUAN. INI BNI SERIUS MEMPERBAIKI NGGAK SIH. MALAH MAKIN PARAH,1,2025-01-20 00:54:56
Pengguna Google,Selalu ganguan pas kita ngirim,3,2025-01-20 00:09:03
Pengguna Google,Aplikasi yg seharusnya mempermudah syarat administrasi tapi masih ribet karna d butuhkan data ulang.. Dan aplikasi tidak lengkap karna tidak bisa mengecek sisa pinjaman.. Lebih seperti app litle,3,2025-01-19 23:38:15
Pengguna Google,"Mutasi sering telat masuk, jadi musti ngapalin sisa saldo buat mastikan saldo sudah masuk/belum, sangat merepotkan Dan notifikasi harus nya untuk semua mutasi yang masuk/keluar jangan di batasi 500k baru ada notifikasi, tolong perbaiki lagi terima kasih.",1,2025-01-19 23:37:08
Pengguna Google,Kenapa salah terus kode otp email nya sampai harus nunggu besok,2,2025-01-19 22:19:51
Pengguna Google,Ini belum ada menu untuk Tarik Tunai Tanpa Kartu ya,4,2025-01-19 20:46:50
Pengguna Google,Aplikasi Top Markotop.,5,2025-01-19 20:32:35
Pengguna Google,"Tolong buat fitur mobile tunai, masa saya harus install 2 aplikasi BNI MOBILE sama WONDR",3,2025-01-19 20:20:05
Pengguna Google,"Ini banyak fitur yg gk ada seperti tarik tunai tanpa kartu, buat bayar kuliah di uin Jakarta juga blom ada. Tolong diperbaiki min",1,2025-01-19 19:52:49
Pengguna Google,Error terus,1,2025-01-19 19:01:34
Pengguna Google,Simpel,5,2025-01-19 18:55:49
Pengguna Google,Kenapa pas verifikasi wajah gagal Mulu padahal pencahayaan bagus udah ngikutin petunjuk tapi tetep gak di ACC ber ulang²tetep aja gitu coba lagi²,1,2025-01-19 17:53:02
Pengguna Google,Bagus banget,5,2025-01-19 17:45:57
Pengguna Google,sangat pantas di beri bintang 5.sangat mudah di pahami.dan paling penting aplikasinya juga tidak berat.transaksi jadi lebih mudah,5,2025-01-19 16:28:03
Pengguna Google,Semoga segera ada fitur tarik tunai & setor tunai. Supaya menambah kenyamanan nasabah dalam bertransaksi🙏,5,2025-01-19 16:16:01
Pengguna Google,Loading sering error. Apa ini.,3,2025-01-19 15:16:40
Pengguna Google,Oke,5,2025-01-19 15:15:06
Pengguna Google,Sering bgt troble ya....limit harian top up e walet dana bbrp hr lalu masih bisa d atas 1 jt ..skrg hnya bisa sampe 1 jt aja...,3,2025-01-19 15:09:21
Pengguna Google,mantap,5,2025-01-19 14:37:12
Pengguna Google,"udah 1 minggu ga bisa auto top up dana katanya lagi di perbaiki, tapi kalo pake akun lain bisa auto top up, jadi gimana? tolong ya kak di perbaiki lagi",2,2025-01-19 14:12:33
Pengguna Google,"Aplikasi ngk jelas, verifikasi terlalu ribet",1,2025-01-19 13:19:50
Pengguna Google,Keren...abis,5,2025-01-19 13:17:55
Pengguna Google,"Ini buka aplikasinya selalu ada kendala gak bisa buat emergency lama pula buka aplikasinya padahal Kouta ok, menyesal buka ini aplikasi",1,2025-01-19 13:10:48
Pengguna Google,"Tiap dibuka mesti force close, force close mulu, udh gt tiap mau transaksi penting yg mengharuskan cepet / urgent malah error, lemot, suka force close, balikin m-bangking BNI yg dl, Wondr ampas banget, aplikasi blom stabil kok udh di launching global, ngeselin tau gak !!",1,2025-01-19 12:46:53
Pengguna Google,"Awal awal lancar,, sekarang login susah",2,2025-01-19 12:24:08
Pengguna Google,Gimana sih!! Sering banget perbaikan butuh banget buat pembayaran pembayaran malah perbaikan terus!! Sedangkan pembayaran itu ada batas wakunya! Balikin m banking BNI yang dulu aja!!,1,2025-01-19 12:18:57
Pengguna Google,Ini udah hampir 2 bulan verifikasi wajah gabisa waktu di suruh kedipkan mata. Gimana solusinya dong,2,2025-01-19 12:13:36
Pengguna Google,Sekelas BNI mbangking nya kaya taikkk gini 👎👎👎,1,2025-01-19 11:26:17
Pengguna Google,"Beberapa bulan pakek sekitar 7 bulanan kira"" aman aja tp top up ewallet nggak bisa di atas 3 jt an, tp syukur bgt sih soalnya itu uang mau di pinjem tp nggak bisa 😂,ini pas mau transfer biaya admin lewat BI fast kok nggak bisa",4,2025-01-19 11:18:37
Pengguna Google,Okkk,5,2025-01-19 10:49:26
Pengguna Google,Kendala di verifikasi wajah Mau ganti device susah banget Adakah wacana skip dengan pin saja?,5,2025-01-19 10:22:06
Pengguna Google,"ini sering eror ya, BI fast nya sering gak bisa. kecewa!",1,2025-01-19 10:04:00
Pengguna Google,"Aplikasi tidak berfungsi, developernya pecat saja.",1,2025-01-19 09:36:30
Pengguna Google,Metode transfer BI-fast malah gabisa. Harus pake yg real-time dgn biaya admin lebih mahal 😒 mls bgt,3,2025-01-19 08:36:00
Pengguna Google,"saat ingin transfer selalu aja gagal padahal saldo cukup,dikirim ke antara bank gabisa ke e-wallet ga bisa,lebih baik pakai brimo dripada ini, merepotkan saja",1,2025-01-19 07:52:04
Pengguna Google,Ok,5,2025-01-19 07:44:14
Pengguna Google,Dari pertama install tidak pernah ditemukan masalah. Dari verifikasi wajah atau transaksi yang telah dilakukan. Semoga selamamya begini tidak ada gangguan ...,5,2025-01-19 07:38:17
Pengguna Google,"Awal instal bisa login, 2 hari kemudian saat mau transaksi terlogout sendiri, di coba login kembali tapi tidak bisa, pada akhir nya pakai aplikasi yg sebelum nya, aplikasi yg ini belum matang perlu banyak perbaikan.",1,2025-01-19 06:58:59
Pengguna Google,"Apknya gangguan trs tiap mau TF gimana sih kemaren""nya aman""aja",3,2025-01-19 06:16:50
Pengguna Google,"Halo, mending hapus aja nih aplikasi, enakkan bni mobile banking dah. Ngebug mulu kerjaannya, saldo sering ngurang 3 ribu 2 ribu tapi di riwayat transaksi gk ada apa², aneh. Adalagi saya cek tiba² saldo saya jadi 15 ribu terus saya buka aplikasi lagi saldonya udah berubah ke awal, bug aneh bgt",1,2025-01-19 01:02:40
Pengguna Google,keadaan darurat malah offline ga bisa tf. parah bngt semenjak ganti ke wonder,1,2025-01-19 00:10:55
Pengguna Google,Sering bermasalah dan eror bikin ganas jadinya😤,1,2025-01-18 23:40:55
Pengguna Google,Aplikasi sering error transaksi.. tidak bisa transfer,1,2025-01-18 23:18:33
Pengguna Google,Sekarng lemot,1,2025-01-18 22:56:10
Pengguna Google,KENAPA VERIFIKASI MUKANYA GAGAL MULU KETOLAK TERUS,1,2025-01-18 21:57:56
Pengguna Google,Sangat bermanfaat,5,2025-01-18 21:10:07
Pengguna Google,Cukup aja,5,2025-01-18 20:44:44
Pengguna Google,Gak bsa cardlessss ....,1,2025-01-18 20:14:32
Pengguna Google,Mantap👍,5,2025-01-18 19:22:29
Pengguna Google,Mau daftar aja susah banget gagal mulu anying,1,2025-01-18 18:40:35
Pengguna Google,Cepat Pelayanannya,5,2025-01-18 18:10:33
Pengguna Google,Aneh bangett aplikasinya transaksi sering gagal. Mending balik lagi ke mbanking bni biasa drpd wondr. Klo ga ngecek email ga akan tau klo transaksinya gagal.,3,2025-01-18 17:23:51
Pengguna Google,aplikasi cacat,1,2025-01-18 16:41:24
Pengguna Google,"Udah login gak nyampe 2bulan malah di suruh login ulang,ktp sma foto selfi di pinta,bikin takut aja ntar bocor informasi pribadi.. gak nyaranin deh apk ini",1,2025-01-18 16:26:57
Pengguna Google,tolong diperbaiki karena setiap pembersihan cache dan data HP pasti kalo ke appnya kembali dari awal lg harus verifikasi ktp dan wajah lg,4,2025-01-18 15:39:15
Pengguna Google,Suka pake aplikasi ini..mempermudah saya bertransaksi..,5,2025-01-18 15:20:24
Pengguna Google,Ga bisa tarik tunai atau setor tunai tanpa kartu,3,2025-01-18 15:20:03
Pengguna Google,"aplikasi ga jelas ga lengkap banget, ga ada menu tarik tunai tanpa kartu, malah bagusan aplikasi BNI yg dulu, pdhl skrng banyak atm yg mengharuskan tanpa kartu. waktu itu sama petugas CS disuruh hapus apk BNI lama diganti wonder ternyata ga banget ga lengkap menyusahkan!",1,2025-01-18 15:18:11
Pengguna Google,"Aplikasi busuk, mau transfer malah disuruh verifikasi terus, padahal semuanya udah bener tapi malah disuruh verifikasi, aplikasi yg tidak disarankan untuk digunakan",1,2025-01-18 14:34:37
Pengguna Google,"Jelek banget, susah di pakai! Sudah bagus BNI mobile!",1,2025-01-18 14:00:40
Pengguna Google,"Lebih bagusan aplikasi yang sebelumnya, yang sebelumnya lebih lengkap lebih mudah juga digunakan ga bikin bingung",1,2025-01-18 13:30:19
Pengguna Google,"mohon perbaiki di bagian verifikasi wajah, Saya coba berulang ulang kali tetapi tetap tidak bisa padahal kamera saya jernih + di tempat terang. jdi susah saya mau masuk ke akun !!!",1,2025-01-18 13:15:09
Pengguna Google,eror Mulu orasaan,2,2025-01-18 12:42:41
Pengguna Google,Error force close terus,1,2025-01-18 12:19:13
Pengguna Google,Ok,5,2025-01-18 11:45:48
Pengguna Google,"Tolong lah ini aplikasi mau login ka ausuah banget,udah perivikasi wajah masih aja susuah,,",1,2025-01-18 11:24:42
Pengguna Google,tolong dong saya sudah daftar kemarin di sekolah knp gk bisa² login smpe skrg,1,2025-01-18 11:05:33
Pengguna Google,daftar malah diarahkan bikin kartu debet terus,2,2025-01-18 10:29:03
Pengguna Google,"Aplikasi mu ga iso di nggo bos, gantien develop mu, otp ga bisa masuk, aplikasi ga bisa buka. Pye ki woe",1,2025-01-18 08:28:57
Pengguna Google,"Kenapa sering eror,kadang lemot pas mau buka apk nya",5,2025-01-18 08:22:48
Pengguna Google,Sering bermasalah aplikasinyaa,1,2025-01-18 07:33:35
Pengguna Google,"Sering error tdk bisa masuk aplikasi, jadinya kembali pakai aplikasi lama yang lebih stabil",2,2025-01-18 07:07:23
Pengguna Google,Kadang2 susah buka aplikasi,3,2025-01-18 06:56:29
Pengguna Google,"Tidak ada fitur tarik tunai, Masih lebih bagus aplikasi yang lama, kemana mana harus bawa kartu ATM, aplikasi kasi dibuat untuk memudahkan pengguna saat lupa bawa kartu ATM",3,2025-01-18 06:06:53
Pengguna Google,Virtual Account nya muter gak selesai²..Ampunm,1,2025-01-18 05:56:29
Pengguna Google,Setiap mau masuk aplikasi selalu vrivikasi KTP dan muka. Ribet sekali.. pernah kejadian sudah depan kasir mau transaksi harus foto KTP lagi dan verifikasi muka lagi. Jadi lama proses nya.. ribet sekali,1,2025-01-18 04:40:24
Pengguna Google,mudah digunakan,5,2025-01-18 04:08:14
Pengguna Google,Lebih di tingkatkan lagi,5,2025-01-18 01:59:46
Pengguna Google,sesi kamu sudah berakhir silahkan login lagi apalahhh maksud klen,1,2025-01-18 00:57:46
Pengguna Google,"Baru pakek 1 hari langsung error tiba"" keluar,mau di loginkan lagi tidak bisa padahal sinyal bagus..",1,2025-01-18 00:55:34
Pengguna Google,Aplikasi Perbankan paling buruk👎,1,2025-01-18 00:26:30
Pengguna Google,"Membantu, hanya saja sering eror transaksi gagal, ( saldo tidak cukup ) padahal saldo lebih",5,2025-01-18 00:25:30
Pengguna Google,"Kecewa beratt, terlaluuu seringgg erorrrr dan sekarang pun eror lagi padahal sering bgt pake buat pembayaran q-ris😭😭😭😭😭😭😭😭😭😭😭😭😭😭",1,2025-01-17 23:54:25
Pengguna Google,"Sering kali eror tiap malam. lama lagi. hadeh. Hadeh, tiap tengah malam selaluntidak berhasil transaksi.",1,2025-01-17 23:51:57
Pengguna Google,Saldo masih ada ketika mau tf di bilang saldo tidak cukup,2,2025-01-17 23:46:20
Pengguna Google,Pin sudah benar tapi keterangannya salah harus verifikasi dari awal,2,2025-01-17 23:39:35
Pengguna Google,"Sering bgt gangguan Buat TF saldo kurang dari nominal minimum Nominal minimum dari mananya,EMG nominal minimum 500rb? Ngaco bgt ni aplikasi",2,2025-01-17 23:34:01
Pengguna Google,Transaksi tarik tunai tanpa kartu kok tidak ada,4,2025-01-17 23:31:40
Pengguna Google,lama lama males pake aplikasi ini .. dikit dikit gangguan !!! gak bisakah pihak BNI lebih baik??,1,2025-01-17 23:19:13
Pengguna Google,Kenapa transaksi ewallet di batasi. Mau ngisi gopay sma dana aja hrus per 500 rbu. Kdang mlh ada pemberitahuan melewati limit transaksi harian. Pdhal blm ada di buka sma sekali,2,2025-01-17 23:11:13
Pengguna Google,Good,5,2025-01-17 22:32:42
Pengguna Google,"Apa maksutnya BI Fast tidak tersedia ? Kadang bisa kadang gak bisa,mending gausah pake BI Fast aja sekalian. Gausah ngasih opsi biaya transfer murah kalau gak konsisten.",2,2025-01-17 22:19:45
Pengguna Google,"aplikasi nya bagus , tampilan oke,yg kurang cuma 1. tidak bisa tarik tunai tanpa kartu 2.susah minta ampun di verifikasi muka nya 3. Tolong kalau mau ada maintenance server (perbaiki) di kasih tau dulu di notif atau apa gitu biar tau kalau mau ada perbaikan,ngga pas lagi di butuhin tiba tiba langsung perbaikan,kan jadi susah orang yg makai, Terima kasih wonder By BNI ,terus kembangkan aplikasi agar orang orang yg makai apk wonder ini makin betah",5,2025-01-17 22:01:44
Pengguna Google,JUJUR YA SEUMUR HIDUP AKU DOWNLOAD APK APAPUN GAPERNAH AKU BIKIN KOMEN ATAU ULASAN. BARU INI SANGKING GEDEK BANGET SANA INI BANK. APLIKASI APA INI HAH? NYESAL SEUMUR HIDUP BIKIN REKENING DISINI. BANK APA INI HAH? UANG 400 RIBU AJA DIMAKAN SAMPE BERMINGGU MINGGU. KALO GAPUNYA MODAL GAUSAH DEH BIKIN BANK. DIKIRA GAMPANG HAH NYARI UANG SEGITU? ORANG LG BUTUH NYARI KEMANA UANG SEGITU? LAPORAN LAPORAN LAPORAN GAK JELAS GAK PAKE OTAK. GAK LAMA BANGRUT AJA KAU MAKAN UANG NASABAH TIAP SAAT,1,2025-01-17 21:44:11
Pengguna Google,Sudah daftar. Tidak bisa login masuk ke halaman pendaftaran terus berulang kali.,1,2025-01-17 21:32:45
Pengguna Google,Jelek apl wondr sudah bisa masuk pakai sidik jari malah sruh .masukin pasword parah nih mah baru x nih pakai wondr jadi males ke depannya .buruk...suruh kedipkan mata gagal mulu sampe habis waktu..hadehhhhh,1,2025-01-17 20:55:41
Pengguna Google,membingungkan,3,2025-01-17 20:49:33
Pengguna Google,Masih terdapat bug seperti ketika sudah bisa login dan ingin keluar aplikasi setelah itu ingin masuk lagi ke aplikasi malah tidak bisa dan keluar keterangan syarat dan ketentuan terus menerus. ketika sudah di checklist semua malah muncul sesi sudah berakhir silahkan login kembali. dan terjadi terus menerus mohon untuk segera di fix agar user mendapatkan kenyamanan dalam menggunakan aplikasi,3,2025-01-17 20:18:49
Pengguna Google,sering perbaikan.....transaksi jd terhambat,2,2025-01-17 19:45:00
Pengguna Google,Tolong fitur tarik tunai tanpa ATM blom ada. Masa kalah sama fitur di aplikasi mbanking mobile BNI yg lama??? Mending saya pake aplikasi yg lama dong buat apa install Wondr?,2,2025-01-17 18:43:57
Pengguna Google,Bagus sekali,5,2025-01-17 17:46:34
Pengguna Google,Transaksi sering gagal ntah masalahnya apa padahal saldonya masih ada,3,2025-01-17 16:33:14
Pengguna Google,masih pakai bni.mobile lebih nyaman dan lengkap. di wondr belum ada menu pdf lap bulanan. semoga kedepan aplikasi sudah lengkap dan diperbaharui.,3,2025-01-17 16:26:51
Pengguna Google,"Sering banget eror, tidak bisa log in ke app. Padahal butuh melakukan transaksi tapi diperhambat sama wonder, bikin malu sampai dikira nggak ada kuota di bantu hotspot pun tetap sama ajah.😥😥",1,2025-01-17 16:21:18
Pengguna Google,Gak jelas gak penarikan tanpa kartu busuk,1,2025-01-17 15:54:00
Pengguna Google,"Tolong perbaiki Aplikasih Lemot ini. Setiap kali mau login harus instal ulang. Tolong segerah di perbaiki, kalo memang masih gangguan mending BNI memakai aplikasih lama saja. Ketimbang harus buat yg keren malah menyusahkan pengguna. Hari ini saya sudah mendownload ulang ketiga kalinya dan masih sama. Sampai emosi.",1,2025-01-17 15:26:59
Pengguna Google,"Kenape sering eror mbanking BNI, tolong lah benar2 dijaga servise custumer. Susahx minta ampuuun buka nya, Sampek emosi",1,2025-01-17 14:48:28
Pengguna Google,Pelayan yg di cabang hz lletnya kaya kuya,1,2025-01-17 13:51:50
Pengguna Google,tranfer belanja lebih mudah simple,5,2025-01-17 12:53:04
Pengguna Google,Susah banget pas verifikasi wajah di ulang ulang mulu aneh cape tau,2,2025-01-17 12:48:46
Pengguna Google,Oke,5,2025-01-17 12:28:26
Pengguna Google,Luar biasa,5,2025-01-17 12:09:40
Pengguna Google,Apik,5,2025-01-17 11:44:49
Pengguna Google,"Ini kenapa history setiap ada transfer yang masuk ga mesti ke update ya klo dari bank lain dan dari BNI juga , ga ada notifikasi nya padahal sudah dinyalakan",1,2025-01-17 11:22:51
Pengguna Google,"Sering eror, masa harus verifikasi ulang setiap mau log in apk.. Malah jadi ribet BNI kebanyakan aplikasi",1,2025-01-17 11:12:12
Pengguna Google,"Eula muncul Setiap kali membuka app, dan tidak bisa di setujui. Muncul pesan kesalahan sesi waktu anda habis",2,2025-01-17 11:05:45
Pengguna Google,sangat membantu,5,2025-01-17 10:40:56
Pengguna Google,Mantap,5,2025-01-17 10:25:38
Pengguna Google,Terbaik,5,2025-01-17 09:55:56
Pengguna Google,Sangat bagus Mohon di tampilin rekening pinjaman di wondr by bni,5,2025-01-17 09:23:30
Pengguna Google,Salam sehat Salam sukses selalu 🙏,5,2025-01-17 08:36:33
Pengguna Google,Gak bisa tarik tunai tanpa kartu,1,2025-01-17 08:28:38
Pengguna Google,"Ini kenapa dah, tiap buka aplikasinya mesti ada syarat dan ketentuan pengguna, giliran di klik saya setuju, tulisannya sesi kamu udah berakhir, bejirr padahal login aja belom, kenapa dah ini, solusinya begimana nih?",2,2025-01-17 07:54:21
Pengguna Google,"Lelet bener, lebih instant apps lamanya",3,2025-01-17 00:56:29
Pengguna Google,Tidak bisa login mbanking dan juga mbanking sering eror,1,2025-01-17 00:25:25
Pengguna Google,Ga bisa login,1,2025-01-17 00:25:08
Pengguna Google,Sippp,5,2025-01-17 00:22:05
Pengguna Google,TA1 😃 1.2,1,2025-01-16 23:58:28
Pengguna Google,"oy kek mana ini gajelas banget semenjak update malah ke log out sendiri,trus waktu mau login malah harus bikin kartu fisik hadehhhhh , padahal dulu tanpa kartu fisik juga bisa login sekarang malah di persulit lucu lucu",1,2025-01-16 23:49:05
Pengguna Google,bukanya lama banget biar apa? segera dievaluasi.,1,2025-01-16 23:37:51
Pengguna Google,"Bintang 1 dlu, pdhal bgus dpke prtama lancar, kdua kali dpke dah eror gk bsa msuk.",1,2025-01-16 23:27:24
Pengguna Google,"Aplikasi apa inii,,bentar2 gangguan bentar bentar erorr👎👎",1,2025-01-16 23:24:16
Pengguna Google,Memudahkan pengiriman,5,2025-01-16 22:36:43
Pengguna Google,"Informasinya kurang lengkap,tidak ada keterangan,.contoh ketika gaji masuk tidak ada keterangan gaji ke berapa ,kalau yang lama masih ada.",3,2025-01-16 22:21:24
Pengguna Google,"Tolong perbaiki sistemnya,tdk bisa buka aplikasi saat hendak transaksi menggunakan qris,",1,2025-01-16 19:36:03
Pengguna Google,mentep,4,2025-01-16 19:07:25
Pengguna Google,"aplikasi nya bagus, tapi kalau sudah keluar mau masuk lagi susah minta ampun.. wajah yg punya dia gak kenal 😭😭",4,2025-01-16 19:05:50
Pengguna Google,Aplikasi ini sangat tidak d sarankan d pakai sangat jelek,1,2025-01-16 18:55:01
Pengguna Google,Saya kasi bintang 1 dulu krn blum bisa masuk di apk nya kenapa ya pas saya msuk katanya lagi di perbaiki udah brapa minggu ini saya coba masih aj di perbaiki apk nya,1,2025-01-16 18:39:53
Pengguna Google,KLO mau buat aplikasi...yg bagus la..jgn buat aplikasi error,1,2025-01-16 17:56:05
Pengguna Google,Aplikasi bagus,5,2025-01-16 17:55:45
Pengguna Google,Parah nih apk perasan waktu itu gak perlu pake slip gaji,1,2025-01-16 17:50:22
Pengguna Google,"Dah 2 minggu gx bs dibuka, mengecewakan sekali..",1,2025-01-16 17:34:27
Pengguna Google,Sangat mebatu di sat yang tepat,3,2025-01-16 16:51:48
Pengguna Google,"aneh hanya aplikasi wondr by bni ini yang selalu force close di device saya, aplikasi bni mobile yang lama aman2 saja, tolong aplikasi bni yang lama jgn sampai di hapus, lebih bagus aplikasi yang lama menurut saya, lebih komplit untuk pengecekan mutasi dan lain lain. terima kasih",1,2025-01-16 16:40:23
Pengguna Google,Eror terus,1,2025-01-16 16:11:50
Pengguna Google,Fiturnya kurang lengkap tidak ada akses ke rekening kita untuk melihat pinjaman,2,2025-01-16 15:27:51
Pengguna Google,Aplikasi yang sangat membantu dalam berbagai pekerjaan,5,2025-01-16 14:52:49
Pengguna Google,Dip,5,2025-01-16 14:14:45
Pengguna Google,Aplikasinya belum lengkap tidak semua universitas ada untuk bayar SPP,5,2025-01-16 14:04:15
Pengguna Google,"Kok stuck terus di menu persyaratan dan ketentuan, app tolol",1,2025-01-16 13:44:24
Pengguna Google,Akun tiba² ke luar sendiri udh 2x yg ke 3x nya keluar lagi masukin data dll pas di verifikasi wajah nya gagal trus limit 3x saya coba sampai 4 hari ttp ga bisa²,1,2025-01-16 12:56:33
Pengguna Google,Ok,5,2025-01-16 12:10:25
Pengguna Google,Mantap kak,5,2025-01-16 11:43:33
Pengguna Google,Keren banget membantu,5,2025-01-16 11:35:15
Pengguna Google,"Sering error, jadi sering susah buat traansaksi..",2,2025-01-16 11:16:11
Pengguna Google,"aplikasi tidak jelas, verifikasi saja tidak ada yang valid untuk di akses",1,2025-01-16 10:59:33
Pengguna Google,"Menurut gw sih ini ribet banget,, kalo gak punya kartu gak bisa apa2, cuman ngandelin apk wonder,, 1. Harus verifikasi otp, kadang gak muncul, tiba2 di blokir nunggu sehari,, 2. Udah masuk, di blokir lagi verifikasi tambahan harus datang ke cabang terdekat, ya ampun seribet itukah?",1,2025-01-16 10:57:41
Pengguna Google,akun BNI ku hilang,5,2025-01-16 10:35:06
Pengguna Google,sedang urgent ingin transaksi malah perbaikan. kalau aplikasi belum siap pakai kenapa dirilis.,1,2025-01-16 10:29:14
Pengguna Google,Mempermudah pembayaran,5,2025-01-16 10:22:38
Pengguna Google,"Gabisa login pak suruh verif buat apaan, sesudah verif jg gabisa login sama aja",1,2025-01-16 10:15:06
Pengguna Google,Mantap,5,2025-01-16 09:52:44
Pengguna Google,Mencoba dulu,3,2025-01-16 09:44:32
Pengguna Google,Suka,5,2025-01-16 09:21:38
Pengguna Google,Mudah digunakan,5,2025-01-16 08:42:26
Pengguna Google,"Aplikasi sampah, sering banget eror disaat urgent",1,2025-01-16 08:03:03
Pengguna Google,Verifikasi wajah selalu gagal.padahal sudah di ikuti sesuai panduan. Aplikasi baru malah jelek dan ribet. Lebih enak aplikasi bni yang lama Coba donk pihak bni di perbaiki lagi aplikasi baru nya. Biar lebih mudah seperti yg lama. Aplikasi yang baru ini bukan mempermudah tapi mempersulit nasabah.trm ksh,1,2025-01-16 07:59:24
Pengguna Google,"Kenapa yah, saya sudah selesai daftar tapi kok tidak bisa masuk . Malah muncul tampilan awal nya terus , pas saya klik muncul sesi sudah selesai tapi tidak bisa ngapa²in",1,2025-01-16 07:47:21
Pengguna Google,"Aneh, ada pilihan untuk masuk by IKD tapi pas udh masukin data malah kembali lagi di halaman awal. Tolong dong dibenerin lagi masak login ada 2 pilihan pake bukti Fisik KTP atau IKD, Tapi yg bisa Cuma pake Bukti Fisik KTP",1,2025-01-16 07:26:42
Pengguna Google,sangat simpel & efektif,5,2025-01-16 07:25:18
Pengguna Google,Sering error,1,2025-01-16 07:14:14
Pengguna Google,Mantap aplikasix lebih simpel menux lengkap👍👍,5,2025-01-16 05:55:58
Pengguna Google,Tolong Sediakan fitur Tarik Tunai,5,2025-01-16 02:40:11
Pengguna Google,Cacat tiap malem offline Mulu,1,2025-01-16 01:10:13
Pengguna Google,Baik dan bagus,5,2025-01-16 00:27:08
Pengguna Google,Ok,5,2025-01-16 00:24:22
Pengguna Google,Kalau transfer kebanyakan gc bisa ada perbaikan kah,1,2025-01-16 00:23:53
Pengguna Google,Trims,3,2025-01-15 23:03:23
Pengguna Google,"fitur ga lengkap, kalo belum lengkap, aplikasi yg di Mbanking harus masih bisa dipakai, cardless di Mbanking sudah ga bisa, disarankan pakai wondr, di wondr belum ada fiturnya, harus segera diselesaikan aplikasinya, bukan lagi tahap perkembangan !!!!!",1,2025-01-15 22:50:39
Pengguna Google,Kalau TF di hari Rabu suka eror mulu,1,2025-01-15 20:57:30
Pengguna Google,Aplikasi nya sangat bagus,5,2025-01-15 20:43:54
Pengguna Google,Fitur lebih ok,5,2025-01-15 20:41:31
Pengguna Google,Jadiin Maumu!!! ✨💫,5,2025-01-15 20:32:29
Pengguna Google,Ko mau download aplikasi nya gagal terus ya kaka.. pdhal udah 1000% tp balik lg ke 0,3,2025-01-15 20:11:35
Pengguna Google,Kenapa harus pisah dari BNI mobile? Bikin susah aja,1,2025-01-15 20:07:14
Pengguna Google,Fitur sudah bagus dan mtab hanya tinggal fitur tarik tunai tanpa kartu yg belum ada,5,2025-01-15 19:46:22
Pengguna Google,Mantap,5,2025-01-15 19:24:24
Pengguna Google,Kekurangannya aplikasi ini adalah saat ada maintenance pada aplikasi nya tapi tidak ada informasi terkait hal tersebut kepada pengguna.. Tolong di perbaiki...,5,2025-01-15 19:21:31
Pengguna Google,Ngg jelas ..sumpah Banyakan error' lagi butuh transaksi buru2 juga. Makan hati doang aplikasinya...😡,1,2025-01-15 18:46:38
Pengguna Google,Belum ada tarik tunai tanpa kartu,4,2025-01-15 18:39:01
Pengguna Google,Tarik tunai tanpa kartu gmna sihhhhhh,2,2025-01-15 18:31:39
Pengguna Google,Daftar aja ngk bisa... Waktu BNI mobile gmpang daftar nya... Knpa ngk bisa di registrasi apk wondr by BNI... Apa harus ke cabang terdekat,1,2025-01-15 18:14:19
Pengguna Google,WONDR BY BNI THE BEST,5,2025-01-15 18:03:23
